0.2075936 13.4949 0.0046
0.2075936 13.4854 0.0045
0.2077094 13.5057 0.0046
0.2078251 13.5384 0.0050
0.2079408 13.5291 0.0050
0.2080566 13.5158 0.0046
0.2081839 13.5552 0.0047
0.2082996 13.5284 0.0045
0.2084154 13.5177 0.0046
0.2085311 13.5079 0.0044
0.2086469 13.5353 0.0045
0.2087626 13.5302 0.0046
0.2088783 13.5398 0.0049
0.2089941 13.5375 0.0053
0.2091098 13.5054 0.0049
0.2092256 13.4911 0.0052
0.2093413 13.5321 0.0046
0.2094570 13.5310 0.0046
0.2095728 13.5092 0.0045
0.2096885 13.5090 0.0045
0.2098043 13.5122 0.0045
0.2099200 13.5404 0.0046
0.2100357 13.5215 0.0046
0.2101515 13.5315 0.0043
0.2102672 13.5137 0.0042
0.2103830 13.5053 0.0045
0.2104987 13.5304 0.0046
0.2106144 13.4936 0.0045
0.2107302 13.5282 0.0045
0.2108459 13.5248 0.0046
0.2109617 13.5270 0.0043
0.2110774 13.5155 0.0045
0.2111932 13.5334 0.0046
0.2113089 13.5338 0.0046
0.2114246 13.5268 0.0045
0.2115519 13.5338 0.0046
0.2116677 13.5586 0.0046
0.2117834 13.5328 0.0046
0.2118992 13.5050 0.0045
0.2120149 13.5199 0.0045
0.2121307 13.5231 0.0045
0.2122464 13.5201 0.0048
0.2123621 13.5159 0.0045
0.2124779 13.5240 0.0051
0.2125936 13.5380 0.0046
0.2127094 13.5269 0.0052
0.2128251 13.5529 0.0049
0.2129408 13.5473 0.0049
0.2130566 13.5381 0.0046
0.2131723 13.5073 0.0048
0.2132881 13.5393 0.0045
0.2134038 13.5295 0.0046
0.2135195 13.5193 0.0045
0.2136353 13.5013 0.0045
0.2137510 13.5125 0.0042
0.2138668 13.5335 0.0046
0.2139825 13.5282 0.0045
0.2140982 13.5391 0.0043
0.2142140 13.5396 0.0046
0.2143297 13.5352 0.0043
0.2144455 13.5171 0.0045
0.2145612 13.5186 0.0045
0.2146769 13.5487 0.0046
0.2147927 13.5313 0.0046
0.2149200 13.5565 0.0046
0.2150357 13.5199 0.0045
0.2151515 13.5221 0.0048
0.2152672 13.5061 0.0045
0.2153830 13.5232 0.0042
0.2154987 13.5088 0.0045
0.2156144 13.5289 0.0045
0.2157302 13.5268 0.0045
0.2158459 13.5240 0.0045
0.2159617 13.5416 0.0052
0.2160774 13.5391 0.0046
0.2161932 13.5342 0.0049
0.2163089 13.5544 0.0049
0.2164246 13.5287 0.0048
0.2165404 13.5285 0.0049
0.2166561 13.5225 0.0045
0.2167719 13.5324 0.0045
0.2168876 13.5095 0.0045
0.2170033 13.5485 0.0048
0.2171191 13.5131 0.0048
0.2172348 13.5267 0.0051
0.2173506 13.5022 0.0045
0.2174663 13.5192 0.0045
0.2175820 13.5273 0.0045
0.2176978 13.5258 0.0045
0.2178135 13.5353 0.0045
0.2179293 13.5246 0.0048
0.2180450 13.5252 0.0048
0.2181607 13.5223 0.0045
0.2182765 13.5197 0.0045
0.2184038 13.5271 0.0045
0.2185195 13.5298 0.0042
0.2186353 13.5208 0.0044
0.2187510 13.5137 0.0045
0.2188668 13.5172 0.0048
0.2189825 13.5367 0.0045
0.2190982 13.5390 0.0045
0.2192140 13.5225 0.0045
0.2193297 13.5392 0.0051
0.2194455 13.5286 0.0045
0.2195612 13.5357 0.0045
0.2196769 13.5479 0.0048
0.2197927 13.5209 0.0048
0.2199084 13.5185 0.0045
0.2200242 13.5196 0.0045
0.2201399 13.5359 0.0045
0.2202557 13.5482 0.0045
0.2203714 13.5343 0.0045
0.2204871 13.5242 0.0044
0.2206029 13.5335 0.0045
0.2207186 13.5355 0.0045
0.2208344 13.5434 0.0042
0.2209501 13.5399 0.0042
0.2210658 13.5411 0.0045
0.2211816 13.5392 0.0048
0.2212973 13.5462 0.0054
0.2214131 13.5456 0.0048
0.2215288 13.5428 0.0051
0.2216445 13.5115 0.0044
0.2217603 13.5149 0.0044
0.2218876 13.5362 0.0045
0.2220033 13.5277 0.0044
0.2221191 13.5204 0.0045
0.2222348 13.5178 0.0044
0.2223506 13.5217 0.0044
0.2224663 13.5421 0.0045
0.2225820 13.5311 0.0045
0.2226978 13.5351 0.0045
0.2228135 13.5342 0.0045
0.2229293 13.5361 0.0045
0.2230450 13.5471 0.0045
0.2231607 13.5291 0.0044
0.2232765 13.5247 0.0044
0.2233922 13.5099 0.0044
0.2235080 13.5308 0.0048
0.2236237 13.5213 0.0047
0.2237394 13.5342 0.0045
0.2238552 13.5248 0.0045
0.2239709 13.5286 0.0045
0.2240867 13.5386 0.0045
0.2242024 13.5226 0.0045
0.2243182 13.5290 0.0045
0.2244339 13.5326 0.0041
0.2245496 13.5234 0.0042
0.2246654 13.5118 0.0041
0.2247811 13.5353 0.0041
0.2248969 13.5232 0.0041
0.2250126 13.5242 0.0045
0.2251283 13.5201 0.0041
0.2252557 13.5162 0.0044
0.2253714 13.5338 0.0045
0.2254871 13.5326 0.0045
0.2256029 13.5209 0.0041
0.2257186 13.5202 0.0045
0.2258344 13.5305 0.0044
0.2259501 13.5211 0.0041
0.2260658 13.5206 0.0045
0.2261816 13.5367 0.0041
0.2262973 13.5286 0.0044
0.2264131 13.5287 0.0044
0.2265288 13.5262 0.0044
0.2266445 13.5143 0.0044
0.2267603 13.5244 0.0044
0.2268760 13.5234 0.0044
0.2269918 13.5402 0.0051
